Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,Education and training,SG01RSC02B01C09,1999Q3,0.0427293,1889.820
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1999Q3,0.0471970,1960.734
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1999Q3,0.0341907,1338.323
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1999Q3,0.0696322,2602.756
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1999Q4,0.0627601,2554.304
High level industry groups,Mining,SG01RSC02B01A02,1999Q4,0.0105740,657.519
High level industry groups,Manufacturing,SG01RSC02B01B01,1999Q4,0.1555646,5196.090
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1999Q4,0.0286994,1249.879
High level industry groups,Construction,SG01RSC02B01B03,1999Q4,0.0457365,1896.330
High level industry groups,Wholesale trade,SG01RSC02B01C01,1999Q4,0.0548521,2172.290
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1999Q4,0.0633403,2289.720
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1999Q4,0.0465764,1636.293
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1999Q4,0.0405294,962.581
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1999Q4,0.0437726,1842.870
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1999Q4,0.1304531,4507.725
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1999Q4,0.0852997,3468.192
High level industry groups,Public administration and safety,SG01RSC02B01C08,1999Q4,0.0380925,1333.179
High level industry groups,Education and training,SG01RSC02B01C09,1999Q4,0.0427293,1899.918
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1999Q4,0.0471970,1974.331
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1999Q4,0.0341907,1348.876
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1999Q4,0.0696322,2614.591
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2000Q1,0.0627601,2608.299
High level industry groups,Mining,SG01RSC02B01A02,2000Q1,0.0105740,693.718
High level industry groups,Manufacturing,SG01RSC02B01B01,2000Q1,0.1555646,5202.577
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2000Q1,0.0286994,1263.310
High level industry groups,Construction,SG01RSC02B01B03,2000Q1,0.0457365,2172.564
High level industry groups,Wholesale trade,SG01RSC02B01C01,2000Q1,0.0548521,2150.814
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2000Q1,0.0633403,2303.011
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2000Q1,0.0465764,1631.916
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2000Q1,0.0405294,969.871
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2000Q1,0.0437726,1874.043
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2000Q1,0.1304531,4557.710
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2000Q1,0.0852997,3542.991
High level industry groups,Public administration and safety,SG01RSC02B01C08,2000Q1,0.0380925,1330.567
High level industry groups,Education and training,SG01RSC02B01C09,2000Q1,0.0427293,1914.797
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2000Q1,0.0471970,2011.054
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2000Q1,0.0341907,1341.185
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q1,0.0696322,2651.812
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2000Q2,0.0775310,2585.297
High level industry groups,Mining,SG01RSC02B01A02,2000Q2,0.0115317,652.198
High level industry groups,Manufacturing,SG01RSC02B01B01,2000Q2,0.1550423,5165.823
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2000Q2,0.0264470,1298.161
High level industry groups,Construction,SG01RSC02B01B03,2000Q2,0.0428795,1891.706
High level industry groups,Wholesale trade,SG01RSC02B01C01,2000Q2,0.0552525,2391.536
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2000Q2,0.0639422,2294.158
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2000Q2,0.0442037,1643.324
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2000Q2,0.0404036,1005.883
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2000Q2,0.0449775,1890.428
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2000Q2,0.1271116,4578.462
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2000Q2,0.0806321,3449.934
High level industry groups,Public administration and safety,SG01RSC02B01C08,2000Q2,0.0375948,1337.912
High level industry groups,Education and training,SG01RSC02B01C09,2000Q2,0.0422775,1928.768
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2000Q2,0.0476538,2015.860
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2000Q2,0.0340601,1332.402
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q2,0.0684593,2618.963
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2000Q3,0.0775310,2677.836
High level industry groups,Mining,SG01RSC02B01A02,2000Q3,0.0115317,677.838
High level industry groups,Manufacturing,SG01RSC02B01B01,2000Q3,0.1550423,5209.775
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2000Q3,0.0264470,1286.448
High level industry groups,Construction,SG01RSC02B01B03,2000Q3,0.0428795,1869.728
High level industry groups,Wholesale trade,SG01RSC02B01C01,2000Q3,0.0552525,2265.498
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2000Q3,0.0639422,2310.681
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2000Q3,0.0442037,1637.408
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2000Q3,0.0404036,1016.064
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2000Q3,0.0449775,1909.251
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2000Q3,0.1271116,4623.243
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2000Q3,0.0806321,3489.287
High level industry groups,Public administration and safety,SG01RSC02B01C08,2000Q3,0.0375948,1318.873
High level industry groups,Education and training,SG01RSC02B01C09,2000Q3,0.0422775,1942.054
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2000Q3,0.0476538,2084.886
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2000Q3,0.0340601,1325.250
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q3,0.0684593,2633.121
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2000Q4,0.0775310,2659.207
High level industry groups,Mining,SG01RSC02B01A02,2000Q4,0.0115317,709.891
High level industry groups,Manufacturing,SG01RSC02B01B01,2000Q4,0.1550423,5258.361
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2000Q4,0.0264470,1278.443
High level industry groups,Construction,SG01RSC02B01B03,2000Q4,0.0428795,1785.631
High level industry groups,Wholesale trade,SG01RSC02B01C01,2000Q4,0.0552525,2247.567
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2000Q4,0.0639422,2332.315
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2000Q4,0.0442037,1662.016
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2000Q4,0.0404036,1019.704
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2000Q4,0.0449775,1910.755
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2000Q4,0.1271116,4665.250
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2000Q4,0.0806321,3475.417
High level industry groups,Public administration and safety,SG01RSC02B01C08,2000Q4,0.0375948,1340.101
High level industry groups,Education and training,SG01RSC02B01C09,2000Q4,0.0422775,1954.656
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2000Q4,0.0476538,2112.808
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2000Q4,0.0340601,1347.873
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q4,0.0684593,2608.164
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2001Q1,0.0775310,2623.612
High level industry groups,Mining,SG01RSC02B01A02,2001Q1,0.0115317,685.999
High level industry groups,Manufacturing,SG01RSC02B01B01,2001Q1,0.1550423,5148.418
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2001Q1,0.0264470,1260.691
High level industry groups,Construction,SG01RSC02B01B03,2001Q1,0.0428795,1765.637
High level industry groups,Wholesale trade,SG01RSC02B01C01,2001Q1,0.0552525,2282.481
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2001Q1,0.0639422,2335.869
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2001Q1,0.0442037,1659.674
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2001Q1,0.0404036,1062.749
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2001Q1,0.0449775,1909.748
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2001Q1,0.1271116,4725.500
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2001Q1,0.0806321,3543.365
High level industry groups,Public administration and safety,SG01RSC02B01C08,2001Q1,0.0375948,1365.488
High level industry groups,Education and training,SG01RSC02B01C09,2001Q1,0.0422775,1966.574
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2001Q1,0.0476538,2120.831
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2001Q1,0.0340601,1385.598
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q1,0.0684593,2611.979
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2001Q2,0.0798153,2619.231
High level industry groups,Mining,SG01RSC02B01A02,2001Q2,0.0110532,661.439
High level industry groups,Manufacturing,SG01RSC02B01B01,2001Q2,0.1518974,5332.843
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2001Q2,0.0255396,1265.359
High level industry groups,Construction,SG01RSC02B01B03,2001Q2,0.0426094,1868.607
High level industry groups,Wholesale trade,SG01RSC02B01C01,2001Q2,0.0577452,2328.015
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2001Q2,0.0672119,2364.620
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2001Q2,0.0436019,1708.007
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2001Q2,0.0388094,1076.392
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2001Q2,0.0458866,1910.246
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2001Q2,0.1234799,4778.432
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2001Q2,0.0835011,3623.566
High level industry groups,Public administration and safety,SG01RSC02B01C08,2001Q2,0.0372431,1378.809
High level industry groups,Education and training,SG01RSC02B01C09,2001Q2,0.0404569,1982.196
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2001Q2,0.0479433,2091.204
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2001Q2,0.0353047,1424.356
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q2,0.0679010,2675.943
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2001Q3,0.0798153,2600.953
High level industry groups,Mining,SG01RSC02B01A02,2001Q3,0.0110532,674.674
High level industry groups,Manufacturing,SG01RSC02B01B01,2001Q3,0.1518974,5267.989
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2001Q3,0.0255396,1194.854
High level industry groups,Construction,SG01RSC02B01B03,2001Q3,0.0426094,1853.626
High level industry groups,Wholesale trade,SG01RSC02B01C01,2001Q3,0.0577452,2463.827
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2001Q3,0.0672119,2379.011
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2001Q3,0.0436019,1724.798
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2001Q3,0.0388094,1085.728
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2001Q3,0.0458866,1920.786
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2001Q3,0.1234799,4853.953
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2001Q3,0.0835011,3711.384
High level industry groups,Public administration and safety,SG01RSC02B01C08,2001Q3,0.0372431,1347.885
High level industry groups,Education and training,SG01RSC02B01C09,2001Q3,0.0404569,2001.494
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2001Q3,0.0479433,2122.774
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2001Q3,0.0353047,1456.728
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q3,0.0679010,2686.403
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2001Q4,0.0798153,2568.589
High level industry groups,Mining,SG01RSC02B01A02,2001Q4,0.0110532,634.830
High level industry groups,Manufacturing,SG01RSC02B01B01,2001Q4,0.1518974,5245.863
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2001Q4,0.0255396,1223.208
High level industry groups,Construction,SG01RSC02B01B03,2001Q4,0.0426094,1983.835
High level industry groups,Wholesale trade,SG01RSC02B01C01,2001Q4,0.0577452,2504.843
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2001Q4,0.0672119,2410.544
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2001Q4,0.0436019,1691.543
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2001Q4,0.0388094,1100.134
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2001Q4,0.0458866,1926.168
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2001Q4,0.1234799,4915.004
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2001Q4,0.0835011,3892.212
High level industry groups,Public administration and safety,SG01RSC02B01C08,2001Q4,0.0372431,1356.900
High level industry groups,Education and training,SG01RSC02B01C09,2001Q4,0.0404569,2024.467
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2001Q4,0.0479433,2147.498
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2001Q4,0.0353047,1482.061
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q4,0.0679010,2752.918
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q1,0.0798153,2589.068
High level industry groups,Mining,SG01RSC02B01A02,2002Q1,0.0110532,593.928
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q1,0.1518974,5229.000
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q1,0.0255396,1268.821
High level industry groups,Construction,SG01RSC02B01B03,2002Q1,0.0426094,1900.240
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q1,0.0577452,2516.441
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q1,0.0672119,2459.923
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q1,0.0436019,1787.292
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q1,0.0388094,1116.956
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q1,0.0458866,1918.159
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q1,0.1234799,5003.964
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q1,0.0835011,3940.317
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q1,0.0372431,1377.513
High level industry groups,Education and training,SG01RSC02B01C09,2002Q1,0.0404569,2051.114
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q1,0.0479433,2144.873
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q1,0.0353047,1500.032
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q1,0.0679010,2767.200
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q2,0.0585303,2545.961
High level industry groups,Mining,SG01RSC02B01A02,2002Q2,0.0109249,694.881
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q2,0.1555182,5493.235
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q2,0.0273595,1276.774
High level industry groups,Construction,SG01RSC02B01B03,2002Q2,0.0447755,1924.945
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q2,0.0536983,2539.580
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q2,0.0688193,2493.642
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q2,0.0453389,1750.168
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q2,0.0403776,1131.929
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q2,0.0475668,1943.634
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q2,0.1263239,5110.907
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q2,0.0861684,3987.951
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q2,0.0372738,1418.290
High level industry groups,Education and training,SG01RSC02B01C09,2002Q2,0.0410768,2079.926
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q2,0.0487203,2141.575
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q2,0.0367038,1525.306
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q2,0.0708237,2801.929
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q3,0.0585303,2524.019
High level industry groups,Mining,SG01RSC02B01A02,2002Q3,0.0109249,646.499
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q3,0.1555182,5742.760
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q3,0.0273595,1324.703
High level industry groups,Construction,SG01RSC02B01B03,2002Q3,0.0447755,2054.006
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q3,0.0536983,2292.125
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q3,0.0688193,2515.338
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q3,0.0453389,1786.840
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q3,0.0403776,1146.050
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q3,0.0475668,1968.065
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q3,0.1263239,5152.647
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q3,0.0861684,3968.158
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q3,0.0372738,1436.709
High level industry groups,Education and training,SG01RSC02B01C09,2002Q3,0.0410768,2114.438
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q3,0.0487203,2165.978
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q3,0.0367038,1551.456
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q3,0.0708237,2903.577
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q4,0.0585303,2607.303
High level industry groups,Mining,SG01RSC02B01A02,2002Q4,0.0109249,654.672
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q4,0.1555182,5803.397
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q4,0.0273595,1352.702
High level industry groups,Construction,SG01RSC02B01B03,2002Q4,0.0447755,2095.295
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q4,0.0536983,2155.492
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q4,0.0688193,2526.897
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q4,0.0453389,1814.851
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q4,0.0403776,1157.060
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q4,0.0475668,2005.295
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q4,0.1263239,5202.768
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q4,0.0861684,4022.862
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q4,0.0372738,1424.107
High level industry groups,Education and training,SG01RSC02B01C09,2002Q4,0.0410768,2154.646
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q4,0.0487203,2174.972
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q4,0.0367038,1543.805
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q4,0.0708237,2950.954
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q1,0.0585303,2608.586
High level industry groups,Mining,SG01RSC02B01A02,2003Q1,0.0109249,636.091
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q1,0.1555182,5821.431
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q1,0.0273595,1319.041
High level industry groups,Construction,SG01RSC02B01B03,2003Q1,0.0447755,2136.410
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q1,0.0536983,2138.004
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q1,0.0688193,2536.549
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q1,0.0453389,1809.037
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q1,0.0403776,1187.552
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q1,0.0475668,2046.423
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q1,0.1263239,5263.784
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q1,0.0861684,4105.115
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q1,0.0372738,1423.781
High level industry groups,Education and training,SG01RSC02B01C09,2003Q1,0.0410768,2200.548
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q1,0.0487203,2204.958
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q1,0.0367038,1564.884
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q1,0.0708237,2984.134
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q2,0.0572902,2721.020
High level industry groups,Mining,SG01RSC02B01A02,2003Q2,0.0091646,577.566
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q2,0.1471781,5733.455
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q2,0.0291378,1284.188
High level industry groups,Construction,SG01RSC02B01B03,2003Q2,0.0471000,2118.823
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q2,0.0548928,2177.907
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q2,0.0694367,2572.064
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q2,0.0455759,1803.767
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q2,0.0397875,1171.790
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q2,0.0504427,2090.494
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q2,0.1278889,5333.915
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q2,0.0858460,4072.377
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q2,0.0367477,1439.324
High level industry groups,Education and training,SG01RSC02B01C09,2003Q2,0.0418274,2240.706
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q2,0.0497887,2257.928
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q2,0.0368190,1593.674
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q2,0.0710760,3048.912
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q3,0.0572902,2866.058
High level industry groups,Mining,SG01RSC02B01A02,2003Q3,0.0091646,603.349
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q3,0.1471781,5804.044
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q3,0.0291378,1354.580
High level industry groups,Construction,SG01RSC02B01B03,2003Q3,0.0471000,2245.103
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q3,0.0548928,2266.720
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q3,0.0694367,2620.235
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q3,0.0455759,1804.838
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q3,0.0397875,1224.765
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q3,0.0504427,2136.317
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q3,0.1278889,5405.535
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q3,0.0858460,4078.139
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q3,0.0367477,1475.530
High level industry groups,Education and training,SG01RSC02B01C09,2003Q3,0.0418274,2269.250
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q3,0.0497887,2298.360
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q3,0.0368190,1607.952
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q3,0.0710760,3100.537
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q4,0.0572902,2918.021
High level industry groups,Mining,SG01RSC02B01A02,2003Q4,0.0091646,529.642
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q4,0.1471781,5887.343
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q4,0.0291378,1385.563
High level industry groups,Construction,SG01RSC02B01B03,2003Q4,0.0471000,2249.049
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q4,0.0548928,2342.270
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q4,0.0694367,2671.691
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q4,0.0455759,1871.839
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q4,0.0397875,1214.509
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q4,0.0504427,2176.384
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q4,0.1278889,5461.841
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q4,0.0858460,4089.513
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q4,0.0367477,1522.524
High level industry groups,Education and training,SG01RSC02B01C09,2003Q4,0.0418274,2286.185
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q4,0.0497887,2305.757
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q4,0.0368190,1643.794
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q4,0.0710760,3152.580
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q1,0.0572902,2913.265
High level industry groups,Mining,SG01RSC02B01A02,2004Q1,0.0091646,580.122
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q1,0.1471781,6060.545
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q1,0.0291378,1417.026
High level industry groups,Construction,SG01RSC02B01B03,2004Q1,0.0471000,2299.713
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q1,0.0548928,2400.636
